[08Apr2025 00:20:56.704] [Server thread/INFO] [net.minecraft.world.entity.npc.Villager/]: Villager Villager['Librarian'/15599, l='ServerLevel[world]', x=1275.50, y=69.00, z=-1199.50] died, message: 'Librarian went up in flames'
[08Apr2025 00:27:20.096] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [DavidCh01: Set own game mode to Creative Mode]
[08Apr2025 00:27:30.296] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [DavidCh01: Set own game mode to Survival Mode]
[08Apr2025 00:27:48.669] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [DavidCh01: Set own game mode to Creative Mode]
[08Apr2025 00:27:56.564] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [DavidCh01: Set own game mode to Survival Mode]
[08Apr2025 00:28:30.498] [Server thread/INFO] [net.minecraft.world.entity.npc.Villager/]: Villager Villager['Librarian'/16597, l='ServerLevel[world]', x=1275.50, y=69.00, z=-1199.50] died, message: 'Librarian went up in flames'
[08Apr2025 00:30:11.854] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [DavidCh01: Set own game mode to Spectator Mode]
[08Apr2025 00:30:23.818] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [DavidCh01: Set own game mode to Survival Mode]
[08Apr2025 00:30:50.748] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: DavidCh01 has made the advancement [Combat 3]
[08Apr2025 00:31:33.293] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: DavidCh01 was slain by Minotaurus
[08Apr2025 00:31:39.281] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:54.893] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:54.942] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:54.991] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:55.042] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:55.093] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:55.141] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:55.192] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:55.243] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:55.292] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:55.344] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:55.395] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:55.443] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:55.534] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:55.561] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:55.593] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:55.642] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:55.692] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:55.741] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:55.792] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:55.841] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:55.892] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:55.944] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:55.994] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:56.042] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:56.093] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:56.144] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:56.196] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:56.243] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:56.293] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:56.342] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:56.394] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:56.442] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:56.533] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:56.560] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:56.593] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:56.641] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:56.696] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:56.742] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:56.794] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:56.842] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:56.892] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:56.952] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:56.993] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:57.041] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:57.092] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:57.147] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:57.191] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:57.251] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:57.295] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:57.350] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:57.391] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:57.442] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:57.545] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:57.570] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:57.592] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:57.641] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:57.693] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:57.743] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:57.803] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:57.843] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:57.893] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:57.943] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:57.993] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:58.043] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:58.092] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:58.144] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:58.203] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:58.266] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:58.292] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:58.343] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:58.391] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:58.442] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:58.532] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:58.558] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:58.592] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:58.644] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:58.691] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:58.744] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:58.791] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:58.843] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:58.893] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:58.940] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:58.991] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:59.042] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:59.091] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:59.142] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:59.192] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:59.242] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:59.294] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:59.342] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:59.394] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:59.441] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:59.532] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:59.557] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:59.590] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:59.643] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:59.692] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:59.743] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:59.792] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:59.843] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:59.892] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:59.946] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:32:59.992] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:33:00.045] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:33:00.092] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:33:00.160] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
[08Apr2025 00:33:00.198] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/17480, l='ServerLevel[world]', x=1166.79, y=-0.19, z=-1118.90]
